orthogroup,gene,product,avg_bp_length
OG0000267,rsmD,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD; Ribosomal RNA small subunit methyltransferase D,563.3478260869565
OG0000268,pmbA,TldD/PmbA family protein; Metalloprotease PmbA,1317.5
OG0000269,cysQ; hisN,"3'(2'),5'-bisphosphate nucleotidase CysQ; Histidinol-phosphatase",776.9347826086956
OG0000270,,DUF4170 domain-containing protein; hypothetical protein,243.3913043478261
OG0000271,waaA,lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase; 3-deoxy-D-manno-octulosonic acid transferase,1321.891304347826
OG0000272,lpxK,tetraacyldisaccharide 4'-kinase; Tetraacyldisaccharide 4'-kinase,1030.3695652173913
OG0000273,,DUF2093 domain-containing protein; hypothetical protein,237.1304347826087
OG0000274,mutL,DNA mismatch repair endonuclease MutL; DNA mismatch repair protein MutL,1845.9782608695652
OG0000275,dcd,"2'-deoxycytidine 5'-triphosphate deaminase; dCTP deaminase, dUMP-forming",1089.195652173913
OG0000276,lldD,FMN-dependent L-lactate dehydrogenase LldD; L-lactate dehydrogenase,1154.5434782608695
OG0000277,serC,phosphoserine transaminase; Phosphoserine aminotransferase,1170.8478260869565
OG0000278,purA,adenylosuccinate synthase; Adenylosuccinate synthetase,1290.0652173913043
OG0000279,,hypothetical protein; membrane protein,1454.0217391304348
OG0000280,rpoH; rpoH_1; rpoH_2,RNA polymerase sigma factor RpoH,886.1739130434783
OG0000281,rluD,RluA family pseudouridine synthase; Ribosomal large subunit pseudouridine synthase D,1005.3260869565217
OG0000282,ald,aldehyde dehydrogenase family protein; 3-succinoylsemialdehyde-pyridine dehydrogenase,1431
OG0000283,,DNA translocase FtsK; hypothetical protein,2558.5434782608695
OG0000284,mscL,large conductance mechanosensitive channel protein MscL; Large-conductance mechanosensitive channel,412.69565217391306
OG0000285,puuA,glutamine synthetase family protein; Gamma-glutamylputrescine synthetase PuuA,1431.5217391304348
OG0000286,puuB,FAD-binding oxidoreductase; Gamma-glutamylputrescine oxidoreductase,1284.0652173913043
OG0000287,folD,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD; Bifunctional protein FolD protein,900
OG0000288,rsmE,16S rRNA (uracil(1498)-N(3))-methyltransferase; Ribosomal RNA small subunit methyltransferase E,743.5434782608696
OG0000289,egtA,glutamate--cysteine ligase; Glutamate--cysteine ligase EgtA,1374
OG0000290,rpsU,30S ribosomal protein S21,223.8913043478261
OG0000291,bepF; mdtA,efflux RND transporter periplasmic adaptor subunit; Efflux pump periplasmic linker BepF; Multidrug resistance protein MdtA,1125.7608695652175
OG0000292,mdtC; bepE,efflux RND transporter permease subunit; Multidrug resistance protein MdtC; Efflux pump membrane transporter BepE,3133.0434782608695
OG0000293,pgi,glucose-6-phosphate isomerase; Glucose-6-phosphate isomerase,1664.9347826086957
OG0000294,rplU,50S ribosomal protein L21; hypothetical protein,482.1521739130435
OG0000295,rpmA,50S ribosomal protein L27,269.67391304347825
OG0000296,rlmE,RlmE family RNA methyltransferase; Ribosomal RNA large subunit methyltransferase E,728.695652173913
OG0000297,obgE; cgtA,GTPase ObgE; GTPase Obg/CgtA,1023.9782608695652
OG0000298,proB,glutamate 5-kinase; Glutamate 5-kinase,1143.7826086956522
OG0000299,proA,glutamate-5-semialdehyde dehydrogenase; Gamma-glutamyl phosphate reductase,1258.0434782608695
OG0000300,nadD,nicotinate-nucleotide adenylyltransferase,593.9347826086956
OG0000301,,peptidoglycan DD-metalloendopeptidase family protein; hypothetical protein,1241.608695652174
OG0000302,,S41 family peptidase; putative CtpA-like serine protease; hypothetical protein,1311.391304347826
OG0000303,rppH,RNA pyrophosphohydrolase,520.3695652173913
OG0000304,,invasion associated locus B family protein; hypothetical protein,560.8695652173913
OG0000305,,YggT family protein; hypothetical protein,293.8695652173913
OG0000306,ppa,inorganic diphosphatase; Inorganic pyrophosphatase,531
OG0000307,typA,translational GTPase TypA; GTP-binding protein TypA/BipA,1826.8695652173913
OG0000308,mgtE,magnesium transporter; Magnesium transporter MgtE,1377.4565217391305
OG0000309,dcp,M3 family metallopeptidase; Dipeptidyl carboxypeptidase; hypothetical protein,1986
OG0000310,,lytic murein transglycosylase; hypothetical protein,1257.3260869565217
OG0000311,galU; gtaB,UTP--glucose-1-phosphate uridylyltransferase GalU; UTP--glucose-1-phosphate uridylyltransferase,892.5
OG0000312,kdsD,KpsF/GutQ family sugar-phosphate isomerase; Arabinose 5-phosphate isomerase KdsD,992.5434782608696
OG0000313,,hypothetical protein,364.6304347826087
OG0000314,zraR,sigma 54-interacting transcriptional regulator; Transcriptional regulatory protein ZraR,1385.804347826087
OG0000315,clsC,phospholipase D family protein; Cardiolipin synthase C,1555.5652173913043
OG0000316,guaB,IMP dehydrogenase; Inosine-5'-monophosphate dehydrogenase,1499.8695652173913
OG0000317,rsmB_1; rsmB_2,RsmB/NOP family class I SAM-dependent RNA methyltransferase; Ribosomal RNA small subunit methyltransferase B,1287
OG0000318,guaA,glutamine-hydrolyzing GMP synthase; GMP synthase [glutamine-hydrolyzing],1564.7608695652175
OG0000319,ugpC,sn-glycerol-3-phosphate import ATP-binding protein UgpC; sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC,1044.0217391304348
OG0000320,ugpE; lacG; araQ,sn-glycerol-3-phosphate ABC transporter permease UgpE; hypothetical protein; Lactose transport system permease protein LacG; L-arabinose transport system permease protein AraQ,852
OG0000321,ugpA,sn-glycerol-3-phosphate ABC transporter permease UgpA; sn-glycerol-3-phosphate transport system permease protein UgpA,885
OG0000322,ugpB,sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB; sn-glycerol-3-phosphate-binding periplasmic protein UgpB,1336.3695652173913
OG0000323,,zinc ABC transporter substrate-binding protein; putative periplasmic iron-binding protein,927.0652173913044
OG0000324,mntC; mntD,metal ABC transporter permease; Manganese transport system membrane protein MntC; Manganese transport system membrane protein MntD,883.2391304347826
OG0000325,mntB_4; mntB_1; scaC,ABC transporter ATP-binding protein; Manganese transport system ATP-binding protein MntB; Manganese import ATP-binding protein ScaC,755.7391304347826
OG0000326,nrdH,glutaredoxin-like protein NrdH; Glutaredoxin-like protein NrdH; glutaredoxin family protein,224.8695652173913
OG0000327,nrdI,class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI; Protein NrdI,398.8695652173913
OG0000328,nrdE; nrdE2,class 1b ribonucleoside-diphosphate reductase subunit alpha; Ribonucleoside-diphosphate reductase subunit alpha 2,2148.0652173913045
OG0000329,nrdF; nrdF2,class 1b ribonucleoside-diphosphate reductase subunit beta; Ribonucleoside-diphosphate reductase subunit beta nrdF2,975
OG0000330,prmC; prmC_2; prmC_1,peptide chain release factor N(5)-glutamine methyltransferase; Release factor glutamine methyltransferase,867.1304347826087
OG0000331,prfA,peptide chain release factor 1; Peptide chain release factor RF1,1079.7391304347825
OG0000332,fur,transcriptional repressor; Ferric uptake regulation protein; hypothetical protein,447.6521739130435
OG0000333,secA,preprotein translocase subunit SecA; Protein translocase subunit SecA; SEC-C domain-containing protein,2681.913043478261
OG0000334,prsA_1; prsA,peptidylprolyl isomerase; Foldase protein PrsA,947.304347826087
OG0000335,argJ; oat2,bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ; Glutamate N-acetyltransferase 2; Arginine biosynthesis bifunctional protein ArgJ,1233.7826086956522
OG0000336,tcyP,cation:dicarboxylase symporter family transporter; L-cystine uptake protein TcyP,1340.1739130434783
OG0000337,,ComF family protein; hypothetical protein,786.3913043478261
OG0000338,grxC,glutaredoxin 3; Glutaredoxin 3,255.45652173913044
OG0000339,ubiG,bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG; Ubiquinone biosynthesis O-methyltransferase; bifunctional 3-demethylubiquinone 3-O-methyltransferase/2-octaprenyl-6-hydroxy phenol methylase,745.1739130434783
OG0000340,,aspartate kinase; Aspartate kinase,1257
OG0000341,nhaA,Na+/H+ antiporter NhaA; Na(+)/H(+) antiporter NhaA,1359.5869565217392
OG0000342,,SLC13 family permease; hypothetical protein,1773
OG0000343,,tetratricopeptide repeat protein; hypothetical protein,672
OG0000344,der,ribosome biogenesis GTPase Der; GTPase Der,1426.0434782608695
OG0000345,,AtpZ/AtpI family protein; hypothetical protein,429.9782608695652
OG0000346,atpB,F0F1 ATP synthase subunit A; ATP synthase subunit a,768.9782608695652
OG0000347,atpE,F0F1 ATP synthase subunit C; ATP synthase subunit c,231
OG0000348,atpF_2; atpF_1,F0F1 ATP synthase subunit B; ATP synthase subunit b,567.3260869565217
OG0000349,atpF_1; atpF_2,F0F1 ATP synthase subunit B; ATP synthase subunit b,495
OG0000350,glyQ,glycine--tRNA ligase subunit alpha; Glycine--tRNA ligase alpha subunit,943.7608695652174
OG0000351,bepA_1; bepA_2; bepA_4,tetratricopeptide repeat protein; Beta-barrel assembly-enhancing protease,1695.6521739130435
OG0000352,ispB,polyprenyl synthetase family protein; Octaprenyl diphosphate synthase,1038.9130434782608
OG0000353,yfiC,methyltransferase; tRNA1(Val) (adenine(37)-N6)-methyltransferase,791.6086956521739
OG0000354,rnhB,ribonuclease HII; Ribonuclease HII,649.2391304347826
OG0000355,ywlC,L-threonylcarbamoyladenylate synthase; Threonylcarbamoyl-AMP synthase,963
OG0000356,,DUF6101 family protein; hypothetical protein,526.8260869565217
OG0000357,purD; purD_1,phosphoribosylamine--glycine ligase; Phosphoribosylamine--glycine ligase,1275.9130434782608
OG0000358,ubiA,4-hydroxybenzoate octaprenyltransferase,1005.5869565217391
OG0000359,pdxH,pyridoxamine 5'-phosphate oxidase; Pyridoxine/pyridoxamine 5'-phosphate oxidase,624
OG0000360,cbpA,J domain-containing protein; Curved DNA-binding protein; molecular chaperone DnaJ; DnaJ domain-containing protein,898.9347826086956
OG0000361,fabI; fabI_2; fabI_1,enoyl-ACP reductase FabI; Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,819
OG0000362,aroC,chorismate synthase; Chorismate synthase,1089.6521739130435
OG0000363,ribB; ribBA,"3,4-dihydroxy-2-butanone-4-phosphate synthase; Riboflavin biosynthesis protein RibBA",1105.9565217391305
OG0000364,xseB,exodeoxyribonuclease VII small subunit; Exodeoxyribonuclease 7 small subunit,254.93478260869566
OG0000365,dxs; dxs_2; dxs_1,1-deoxy-D-xylulose-5-phosphate synthase,1915.304347826087
OG0000366,tldD,metalloprotease TldD; Metalloprotease TldD,1420.2391304347825
OG0000367,,invasion associated locus B family protein; invasion-associated locus B family protein; hypothetical protein,545.1521739130435
OG0000368,cyoE; ctaB,heme o synthase; Protoheme IX farnesyltransferase,936.5869565217391
OG0000369,ispH,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,1052.3478260869565
OG0000370,rnhA,ribonuclease HI; Ribonuclease HI,468
OG0000371,,YqgE/AlgH family protein; hypothetical protein,585
OG0000372,,EAL domain-containing protein; hypothetical protein; PAS domain-containing protein,2858.391304347826
OG0000373,yieH,HAD family phosphatase; HAD family hydrolase; 6-phosphogluconate phosphatase; HAD-IA family hydrolase,696.195652173913
OG0000374,mutY,A/G-specific adenine glycosylase; Adenine DNA glycosylase; NUDIX domain-containing protein,1070.1521739130435
OG0000375,,DciA family protein; hypothetical protein,502.4347826086956
OG0000376,bdbD,DsbA family protein; Disulfide bond formation protein D; hypothetical protein,639.9130434782609
OG0000377,ppdK,"pyruvate, phosphate dikinase; Pyruvate, phosphate dikinase",2668.5
OG0000378,sodB,superoxide dismutase; Superoxide dismutase [Mn],603
OG0000379,dapb1,S9 family peptidase; Dipeptidyl aminopeptidase BI; prolyl oligopeptidase family serine peptidase,2069.7391304347825
OG0000380,ros,MucR family transcriptional regulator; Transcriptional regulatory protein ros,438
OG0000381,sufE,SufE family protein; Cysteine desulfuration protein SufE,410.9347826086956
OG0000382,,DUF5330 domain-containing protein; hypothetical protein,374.0869565217391
OG0000383,,peptidoglycan-binding protein; hypothetical protein,831.1521739130435
OG0000384,,hypothetical protein,221.2826086956522
OG0000385,phoP,response regulator transcription factor; Transcriptional regulatory protein PhoP,668.7391304347826
OG0000386,sasA_3; sasA_4; sasA_6; sasA_1; sasA_2; sasA_5,sensor histidine kinase; ATP-binding protein; Adaptive-response sensory-kinase SasA; HAMP domain-containing histidine kinase; hypothetical protein,1417.4347826086957
OG0000387,,cytochrome c-type biogenesis protein CycH; tetratricopeptide repeat protein; hypothetical protein,772.9565217391304
OG0000388,ccmE,cytochrome c maturation protein CcmE; Cytochrome c-type biogenesis protein CcmE,480.1304347826087
OG0000389,ccmF,heme lyase CcmF/NrfE family subunit; Cytochrome c-type biogenesis protein CcmF,1978.8260869565217
OG0000390,degP_1; degP_2; degP_3,Do family serine endopeptidase; Periplasmic serine endoprotease DegP,1510.5869565217392
OG0000391,cusR,response regulator transcription factor; Transcriptional regulatory protein CusR,687
OG0000392,sasA_4; sasA_3; sasA_5; sasA_2; sasA_1; mprB,HAMP domain-containing histidine kinase; Adaptive-response sensory-kinase SasA; Signal transduction histidine-protein kinase/phosphatase MprB,1369.695652173913
OG0000393,pepN,aminopeptidase N; Aminopeptidase N,2618.7608695652175
OG0000394,,uracil-DNA glycosylase; hypothetical protein,833.2826086956521
OG0000395,thiD_2; thiD_1,hydroxymethylpyrimidine/phosphomethylpyrimidine kinase; Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,760.2391304347826
OG0000396,thiE_1; thiE_2,thiamine phosphate synthase; Thiamine-phosphate synthase,606
OG0000397,thiS,sulfur carrier protein ThiS; hypothetical protein,198
OG0000398,thiO; mnmC,FAD-dependent oxidoreductase; glycine oxidase ThiO; tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC; hypothetical protein,951
OG0000399,thiC,phosphomethylpyrimidine synthase ThiC; Phosphomethylpyrimidine synthase,1805.804347826087
OG0000400,omp2b,porin; Porin Omp2b,1209.5869565217392
OG0000401,hmuV,heme ABC transporter ATP-binding protein; Hemin import ATP-binding protein HmuV; ATP-binding cassette domain-containing protein,794.1739130434783
OG0000402,hmuU,iron ABC transporter permease; Hemin transport system permease protein HmuU,1089.7173913043478
OG0000403,hmuT,ABC transporter substrate-binding protein; Hemin-binding periplasmic protein HmuT,904.5
OG0000404,hxuC; btuB,TonB-dependent hemoglobin/transferrin/lactoferrin family receptor; Heme/hemopexin utilization protein C; Vitamin B12 transporter BtuB,2194.4347826086955
OG0000405,,TonB family protein; hypothetical protein,788.804347826087
OG0000406,,lytic transglycosylase domain-containing protein; hypothetical protein,2093.1521739130435
OG0000407,dapA,4-hydroxy-tetrahydrodipicolinate synthase,884.7391304347826
OG0000408,udgb,uracil-DNA glycosylase; Type-5 uracil-DNA glycosylase,680.7391304347826
OG0000409,rpoZ,DNA-directed RNA polymerase subunit omega,398.9347826086956
OG0000410,rsh,"bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase; GTP pyrophosphokinase rsh",2225.021739130435
OG0000411,pyrE,orotate phosphoribosyltransferase; Orotate phosphoribosyltransferase,581.4782608695652
OG0000412,,DUF2062 domain-containing protein; hypothetical protein,592.7608695652174
OG0000413,acpS,holo-ACP synthase; Holo-[acyl-carrier-protein] synthase,402
